"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.original_image_url","Input.heatmap_image_url","Answer.annotation_data","Answer.attributes","Answer.object","Approve","Reject"
"39TX062QX1XZ7QXYPPE75SMBOVE3XW","3EPQ0AEIVAR7BOB8QUXXD3YJ2I4H8T","Fish images: Draw bounding boxes and describe their content","Draw bounding boxes around the highlighted areas in the image and provide a textual description of each annotated box.","bounding box, image tagging","$0.10","Mon Jun 08 12:21:15 PDT 2020","1","BatchId:281981;OriginalHitTemplateId:921587254;","900","259200","Mon Jun 15 12:21:15 PDT 2020","","","32UTUBMZ7H5ESGTAU5XWNAIJZ8PVBC","A25JVDLRPD3FEO","Submitted","Sun Jun 14 06:54:33 PDT 2020","Sun Jun 14 06:56:20 PDT 2020","Wed Jun 17 06:56:20 PDT 2020","","","","107","100% (824/824)","100% (541/541)","100% (260/260)","https://saliency-map-annotations.s3.amazonaws.com/imagenet_fish_biased/American_lobster/ILSVRC2012_val_00000111.JPEG","https://saliency-map-annotations.s3.amazonaws.com/imagenet_fish_biased/American_lobster/ILSVRC2012_val_00000111_heatmap.JPEG","[{""left"":29,""top"":40,""width"":35,""height"":30,""object_label"":""wall"",""attributes_label"":""brown, orange""},{""left"":80,""top"":55,""width"":54,""height"":62,""object_label"":""face"",""attributes_label"":""beige""},{""left"":211,""top"":118,""width"":56,""height"":56,""object_label"":""face"",""attributes_label"":""beige""},{""left"":271,""top"":0,""width"":16,""height"":30,""object_label"":""wall"",""attributes_label"":""dark_grey""},{""left"":177,""top"":8,""width"":28,""height"":57,""object_label"":""wall"",""attributes_label"":""beige""},{""left"":158,""top"":133,""width"":35,""height"":36,""object_label"":""tshirt"",""attributes_label"":""yellow""},{""left"":17,""top"":165,""width"":34,""height"":30,""object_label"":""face"",""attributes_label"":""beige""},{""left"":46,""top"":251,""width"":10,""height"":14,""object_label"":""fingers"",""attributes_label"":""beige""},{""left"":56,""top"":244,""width"":11,""height"":20,""object_label"":""plate"",""attributes_label"":""light_brown""},{""left"":130,""top"":221,""width"":21,""height"":21,""object_label"":""lobster_head"",""attributes_label"":""bright_orange""},{""left"":165,""top"":209,""width"":7,""height"":7,""object_label"":""lobster_body"",""attributes_label"":""bright_orange""},{""left"":79,""top"":244,""width"":13,""height"":14,""object_label"":""lobster_claw"",""attributes_label"":""bright_orange""},{""left"":102,""top"":214,""width"":8,""height"":6,""object_label"":""corn"",""attributes_label"":""yellow""},{""left"":121,""top"":247,""width"":21,""height"":10,""object_label"":""lobster_claw"",""attributes_label"":""bright_orange""}]","{}","{}"
"3MQKOF1EE2XI0IU589OXGIUG66WWDT","3EPQ0AEIVAR7BOB8QUXXD3YJ2I4H8T","Fish images: Draw bounding boxes and describe their content","Draw bounding boxes around the highlighted areas in the image and provide a textual description of each annotated box.","bounding box, image tagging","$0.10","Mon Jun 08 12:21:15 PDT 2020","1","BatchId:281981;OriginalHitTemplateId:921587254;","900","259200","Mon Jun 15 12:21:15 PDT 2020","","","3A4NIXBJ7787F2LD7QLZEHVBK9OML6","A25JVDLRPD3FEO","Approved","Thu Jun 11 10:16:36 PDT 2020","Thu Jun 11 10:21:19 PDT 2020","Sun Jun 14 10:21:19 PDT 2020","Sun Jun 14 10:22:07 PDT 2020","","","283","100% (824/824)","100% (541/541)","100% (260/260)","https://saliency-map-annotations.s3.amazonaws.com/imagenet_fish_biased/American_lobster/ILSVRC2012_val_00001531.JPEG","https://saliency-map-annotations.s3.amazonaws.com/imagenet_fish_biased/American_lobster/ILSVRC2012_val_00001531_heatmap.JPEG","[{""left"":274,""top"":134,""width"":16,""height"":15,""object_label"":""lobster_body"",""attributes_label"":""bright_orange""},{""left"":266,""top"":159,""width"":22,""height"":26,""object_label"":""lobster_body"",""attributes_label"":""bright_orange""},{""left"":80,""top"":62,""width"":30,""height"":22,""object_label"":""lobster_head"",""attributes_label"":""bright_orange""},{""left"":135,""top"":81,""width"":14,""height"":9,""object_label"":""lobster_claw"",""attributes_label"":""bright_orange""},{""left"":213,""top"":133,""width"":17,""height"":18,""object_label"":""lobster_head"",""attributes_label"":""bright_orange""},{""left"":253,""top"":123,""width"":15,""height"":25,""object_label"":""lobster_body"",""attributes_label"":""bright_orange""},{""left"":276,""top"":217,""width"":12,""height"":12,""object_label"":""lobster_claw"",""attributes_label"":""bright_orange""},{""left"":222,""top"":236,""width"":8,""height"":21,""object_label"":""lobster_claw"",""attributes_label"":""bright_orange""},{""left"":88,""top"":139,""width"":27,""height"":21,""object_label"":""lobster_claw"",""attributes_label"":""bright_orange""},{""left"":123,""top"":173,""width"":15,""height"":17,""object_label"":""lobster_claw"",""attributes_label"":""bright_orange""},{""left"":106,""top"":205,""width"":25,""height"":10,""object_label"":""lobster_claw"",""attributes_label"":""bright_orange""},{""left"":107,""top"":245,""width"":25,""height"":13,""object_label"":""lobster_antenna"",""attributes_label"":""bright_orange""},{""left"":51,""top"":258,""width"":14,""height"":5,""object_label"":""lobster_head"",""attributes_label"":""bright_orange""}]","{}","{}"
"3ZZAYRN1I60HCYH03DX24SZG6QLTOX","3EPQ0AEIVAR7BOB8QUXXD3YJ2I4H8T","Fish images: Draw bounding boxes and describe their content","Draw bounding boxes around the highlighted areas in the image and provide a textual description of each annotated box.","bounding box, image tagging","$0.10","Mon Jun 08 12:21:15 PDT 2020","1","BatchId:281981;OriginalHitTemplateId:921587254;","900","259200","Mon Jun 15 12:21:15 PDT 2020","","","3GNA64GUZFDKYSGK7WC9E1JJ8KQQ5E","A1U0NVC0B5Y3D5","Submitted","Mon Jun 15 05:31:22 PDT 2020","Mon Jun 15 05:32:51 PDT 2020","Thu Jun 18 05:32:51 PDT 2020","","","","89","100% (843/843)","100% (523/523)","100% (420/420)","https://saliency-map-annotations.s3.amazonaws.com/imagenet_fish_biased/American_lobster/ILSVRC2012_val_00002502.JPEG","https://saliency-map-annotations.s3.amazonaws.com/imagenet_fish_biased/American_lobster/ILSVRC2012_val_00002502_heatmap.JPEG","[{""left"":16,""top"":38,""width"":18,""height"":100,""object_label"":""background"",""attributes_label"":""grey, light_grey""},{""left"":274,""top"":207,""width"":14,""height"":14,""object_label"":""background"",""attributes_label"":""light_grey""},{""left"":275,""top"":250,""width"":12,""height"":12,""object_label"":""background"",""attributes_label"":""light_grey""},{""left"":82,""top"":141,""width"":14,""height"":15,""object_label"":""background"",""attributes_label"":""light_grey""},{""left"":73,""top"":197,""width"":33,""height"":27,""object_label"":""lobster_body"",""attributes_label"":""brown, orange, spots, dark_brown""},{""left"":35,""top"":183,""width"":11,""height"":10,""object_label"":""lobster_head"",""attributes_label"":""orange""},{""left"":78,""top"":180,""width"":19,""height"":7,""object_label"":""lobster_body"",""attributes_label"":""brown, dark_brown, spots""},{""left"":141,""top"":185,""width"":9,""height"":8,""object_label"":""lobster_body"",""attributes_label"":""brown, orange""},{""left"":213,""top"":149,""width"":12,""height"":9,""object_label"":""lobster_body"",""attributes_label"":""dark_brown, spots, orange""}]","{}","{}"
"3511RHPADVNWQY1BMWCFCWU4N0JRL1","3EPQ0AEIVAR7BOB8QUXXD3YJ2I4H8T","Fish images: Draw bounding boxes and describe their content","Draw bounding boxes around the highlighted areas in the image and provide a textual description of each annotated box.","bounding box, image tagging","$0.10","Mon Jun 08 12:21:15 PDT 2020","1","BatchId:281981;OriginalHitTemplateId:921587254;","900","259200","Mon Jun 15 12:21:15 PDT 2020","","","3WETL7AQWUHSRRAI9L0D1TQ8YSB35N","A25JVDLRPD3FEO","Submitted","Sun Jun 14 11:05:38 PDT 2020","Sun Jun 14 11:07:35 PDT 2020","Wed Jun 17 11:07:35 PDT 2020","","","","117","100% (824/824)","100% (541/541)","100% (260/260)","https://saliency-map-annotations.s3.amazonaws.com/imagenet_fish_biased/American_lobster/ILSVRC2012_val_00002515.JPEG","https://saliency-map-annotations.s3.amazonaws.com/imagenet_fish_biased/American_lobster/ILSVRC2012_val_00002515_heatmap.JPEG","[{""left"":79,""top"":118,""width"":13,""height"":13,""object_label"":""lobster_claw"",""attributes_label"":""bright_orange""},{""left"":97,""top"":195,""width"":36,""height"":31,""object_label"":""lobster_claw"",""attributes_label"":""bright_orange""},{""left"":139,""top"":148,""width"":17,""height"":12,""object_label"":""lobster_claw"",""attributes_label"":""bright_orange""},{""left"":115,""top"":253,""width"":27,""height"":17,""object_label"":""background"",""attributes_label"":""black""},{""left"":108,""top"":275,""width"":10,""height"":10,""object_label"":""lobster_body"",""attributes_label"":""bright_orange""},{""left"":255,""top"":100,""width"":28,""height"":45,""object_label"":""lobster_claw"",""attributes_label"":""bright_orange""},{""left"":260,""top"":163,""width"":26,""height"":71,""object_label"":""lobster_claw"",""attributes_label"":""bright_orange""},{""left"":224,""top"":166,""width"":12,""height"":26,""object_label"":""lobster_claw"",""attributes_label"":""bright_orange""},{""left"":194,""top"":184,""width"":7,""height"":5,""object_label"":""lobster_claw"",""attributes_label"":""bright_orange""},{""left"":59,""top"":206,""width"":13,""height"":16,""object_label"":""lobster_claw"",""attributes_label"":""bright_orange""}]","{}","{}"
"3IH9TRB0FB867SUO3Z0NEPKZ2YW1I2","3EPQ0AEIVAR7BOB8QUXXD3YJ2I4H8T","Fish images: Draw bounding boxes and describe their content","Draw bounding boxes around the highlighted areas in the image and provide a textual description of each annotated box.","bounding box, image tagging","$0.10","Mon Jun 08 12:21:15 PDT 2020","1","BatchId:281981;OriginalHitTemplateId:921587254;","900","259200","Mon Jun 15 12:21:15 PDT 2020","","","3R2UR8A0IBPQFZNEYP30HFF3MIDOX9","A25JVDLRPD3FEO","Approved","Thu Jun 11 10:33:08 PDT 2020","Thu Jun 11 10:37:54 PDT 2020","Sun Jun 14 10:37:54 PDT 2020","Sun Jun 14 10:38:07 PDT 2020","","","286","100% (824/824)","100% (541/541)","100% (260/260)","https://saliency-map-annotations.s3.amazonaws.com/imagenet_fish_biased/American_lobster/ILSVRC2012_val_00003434.JPEG","https://saliency-map-annotations.s3.amazonaws.com/imagenet_fish_biased/American_lobster/ILSVRC2012_val_00003434_heatmap.JPEG","[{""left"":6,""top"":135,""width"":21,""height"":28,""object_label"":""plate"",""attributes_label"":""white, light_grey""},{""left"":108,""top"":78,""width"":12,""height"":11,""object_label"":""lobster_inside"",""attributes_label"":""brown, orange""},{""left"":52,""top"":111,""width"":12,""height"":9,""object_label"":""lobster_antenna"",""attributes_label"":""brown, orange""},{""left"":49,""top"":174,""width"":11,""height"":20,""object_label"":""lobster_inside"",""attributes_label"":""brown, beige""},{""left"":174,""top"":147,""width"":19,""height"":11,""object_label"":""lobster_inside"",""attributes_label"":""light_brown, beige""},{""left"":195,""top"":173,""width"":8,""height"":10,""object_label"":""lobster_inside"",""attributes_label"":""brown""},{""left"":112,""top"":148,""width"":6,""height"":7,""object_label"":""lobster_inside"",""attributes_label"":""brown""},{""left"":159,""top"":156,""width"":12,""height"":28,""object_label"":""lobster_inside"",""attributes_label"":""brown, beige""},{""left"":174,""top"":234,""width"":20,""height"":14,""object_label"":""lobster_claw"",""attributes_label"":""brown, orange""},{""left"":153,""top"":251,""width"":9,""height"":10,""object_label"":""lobster_claw"",""attributes_label"":""orange""},{""left"":105,""top"":214,""width"":29,""height"":25,""object_label"":""lobster_claw"",""attributes_label"":""bright_orange""},{""left"":145,""top"":207,""width"":29,""height"":23,""object_label"":""lobster_claw"",""attributes_label"":""brown""}]","{}","{}"
"3RBI0I35XECO7VN8UL09O6TKQ183Y2","3EPQ0AEIVAR7BOB8QUXXD3YJ2I4H8T","Fish images: Draw bounding boxes and describe their content","Draw bounding boxes around the highlighted areas in the image and provide a textual description of each annotated box.","bounding box, image tagging","$0.10","Mon Jun 08 12:21:15 PDT 2020","1","BatchId:281981;OriginalHitTemplateId:921587254;","900","259200","Mon Jun 15 12:21:15 PDT 2020","","","351SEKWQS1QOHQXLU9NBV4N6B0HDMC","A25JVDLRPD3FEO","Approved","Wed Jun 10 01:38:29 PDT 2020","Wed Jun 10 01:42:49 PDT 2020","Sat Jun 13 01:42:49 PDT 2020","Sat Jun 13 01:43:07 PDT 2020","","","260","100% (824/824)","100% (541/541)","100% (260/260)","https://saliency-map-annotations.s3.amazonaws.com/imagenet_fish_biased/American_lobster/ILSVRC2012_val_00005641.JPEG","https://saliency-map-annotations.s3.amazonaws.com/imagenet_fish_biased/American_lobster/ILSVRC2012_val_00005641_heatmap.JPEG","[{""left"":235,""top"":211,""width"":23,""height"":12,""object_label"":""lobster_body"",""attributes_label"":""brown, orange""},{""left"":219,""top"":223,""width"":9,""height"":12,""object_label"":""lobster_body"",""attributes_label"":""brown, orange""},{""left"":203,""top"":238,""width"":14,""height"":18,""object_label"":""lobster_claw"",""attributes_label"":""brown""},{""left"":182,""top"":229,""width"":12,""height"":9,""object_label"":""lobster_claw"",""attributes_label"":""brown""},{""left"":272,""top"":103,""width"":26,""height"":30,""object_label"":""background"",""attributes_label"":""grey""},{""left"":116,""top"":14,""width"":36,""height"":20,""object_label"":""background"",""attributes_label"":""grey""},{""left"":135,""top"":73,""width"":42,""height"":25,""object_label"":""lobster_claw"",""attributes_label"":""brown""},{""left"":197,""top"":75,""width"":20,""height"":14,""object_label"":""background"",""attributes_label"":""dark_grey""},{""left"":187,""top"":86,""width"":17,""height"":17,""object_label"":""lobster_claw"",""attributes_label"":""brown""},{""left"":241,""top"":151,""width"":13,""height"":15,""object_label"":""lobster_body"",""attributes_label"":""dark_brown, dark_grey""},{""left"":95,""top"":47,""width"":8,""height"":10,""object_label"":""background"",""attributes_label"":""dark_grey""},{""left"":6,""top"":135,""width"":14,""height"":16,""object_label"":""background"",""attributes_label"":""dark_grey""},{""left"":43,""top"":77,""width"":26,""height"":13,""object_label"":""lobster_antenna"",""attributes_label"":""brown""},{""left"":88,""top"":86,""width"":26,""height"":11,""object_label"":""lobster_antenna"",""attributes_label"":""dark_brown""},{""left"":85,""top"":71,""width"":20,""height"":13,""object_label"":""background"",""attributes_label"":""dark_grey""},{""left"":59,""top"":107,""width"":24,""height"":23,""object_label"":""background"",""attributes_label"":""grey""},{""left"":97,""top"":143,""width"":14,""height"":17,""object_label"":""lobster_body"",""attributes_label"":""black""},{""left"":57,""top"":187,""width"":9,""height"":11,""object_label"":""lobster_body"",""attributes_label"":""brown, black, spots""},{""left"":79,""top"":193,""width"":8,""height"":17,""object_label"":""lobster_body"",""attributes_label"":""brown, black, spots""},{""left"":4,""top"":200,""width"":30,""height"":25,""object_label"":""lobster_body"",""attributes_label"":""dark_brown""},{""left"":146,""top"":217,""width"":10,""height"":15,""object_label"":""lobster_body"",""attributes_label"":""brown""},{""left"":174,""top"":155,""width"":13,""height"":11,""object_label"":""lobster_body"",""attributes_label"":""brown, black, orange, spots""}]","{}","{}"
"3P7QK0GJ3TUZR31UM7ONJ3XUQHBZ2D","3EPQ0AEIVAR7BOB8QUXXD3YJ2I4H8T","Fish images: Draw bounding boxes and describe their content","Draw bounding boxes around the highlighted areas in the image and provide a textual description of each annotated box.","bounding box, image tagging","$0.10","Mon Jun 08 12:21:15 PDT 2020","1","BatchId:281981;OriginalHitTemplateId:921587254;","900","259200","Mon Jun 15 12:21:15 PDT 2020","","","3VW04L3ZLUFD9816ZGQW0S6WYMLXXQ","A25JVDLRPD3FEO","Submitted","Sun Jun 14 06:58:21 PDT 2020","Sun Jun 14 07:00:22 PDT 2020","Wed Jun 17 07:00:22 PDT 2020","","","","121","100% (824/824)","100% (541/541)","100% (260/260)","https://saliency-map-annotations.s3.amazonaws.com/imagenet_fish_biased/American_lobster/ILSVRC2012_val_00006179.JPEG","https://saliency-map-annotations.s3.amazonaws.com/imagenet_fish_biased/American_lobster/ILSVRC2012_val_00006179_heatmap.JPEG","[{""left"":158,""top"":120,""width"":18,""height"":11,""object_label"":""lobster_claw"",""attributes_label"":""orange, bright_orange""},{""left"":277,""top"":121,""width"":18,""height"":15,""object_label"":""lobster_body"",""attributes_label"":""bright_orange""},{""left"":166,""top"":151,""width"":17,""height"":44,""object_label"":""lobster_claw"",""attributes_label"":""bright_orange""},{""left"":168,""top"":235,""width"":32,""height"":27,""object_label"":""lobster_claw"",""attributes_label"":""bright_orange""},{""left"":219,""top"":169,""width"":37,""height"":85,""object_label"":""lobster_body"",""attributes_label"":""bright_orange""},{""left"":62,""top"":183,""width"":10,""height"":15,""object_label"":""lobster_claw"",""attributes_label"":""bright_orange""},{""left"":83,""top"":269,""width"":10,""height"":14,""object_label"":""lobster_body"",""attributes_label"":""bright_orange""},{""left"":13,""top"":236,""width"":14,""height"":17,""object_label"":""lobster_claw"",""attributes_label"":""bright_orange""},{""left"":79,""top"":188,""width"":33,""height"":34,""object_label"":""lobster_claw"",""attributes_label"":""bright_orange""},{""left"":72,""top"":122,""width"":46,""height"":39,""object_label"":""lobster_body"",""attributes_label"":""bright_orange""},{""left"":264,""top"":151,""width"":11,""height"":10,""object_label"":""lobster_body"",""attributes_label"":""bright_orange""}]","{}","{}"
"39WICJI5AT1OCLXDQ72S2D2MWVBZ3O","3EPQ0AEIVAR7BOB8QUXXD3YJ2I4H8T","Fish images: Draw bounding boxes and describe their content","Draw bounding boxes around the highlighted areas in the image and provide a textual description of each annotated box.","bounding box, image tagging","$0.10","Mon Jun 08 12:21:15 PDT 2020","1","BatchId:281981;OriginalHitTemplateId:921587254;","900","259200","Mon Jun 15 12:21:15 PDT 2020","","","3B2X28YI3XOTDQE9TXPOBI2KIFZ6BX","A25JVDLRPD3FEO","Submitted","Sun Jun 14 11:24:33 PDT 2020","Sun Jun 14 11:27:11 PDT 2020","Wed Jun 17 11:27:11 PDT 2020","","","","158","100% (824/824)","100% (541/541)","100% (260/260)","https://saliency-map-annotations.s3.amazonaws.com/imagenet_fish_biased/American_lobster/ILSVRC2012_val_00006727.JPEG","https://saliency-map-annotations.s3.amazonaws.com/imagenet_fish_biased/American_lobster/ILSVRC2012_val_00006727_heatmap.JPEG","[{""left"":131,""top"":73,""width"":37,""height"":23,""object_label"":""lobster_body"",""attributes_label"":""bright_orange""},{""left"":200,""top"":76,""width"":19,""height"":24,""object_label"":""background"",""attributes_label"":""white""},{""left"":63,""top"":91,""width"":22,""height"":40,""object_label"":""lobster_claw"",""attributes_label"":""bright_orange""},{""left"":49,""top"":212,""width"":44,""height"":29,""object_label"":""lobster_claw"",""attributes_label"":""bright_orange""},{""left"":188,""top"":184,""width"":37,""height"":32,""object_label"":""lobster_claw"",""attributes_label"":""bright_orange""},{""left"":181,""top"":233,""width"":6,""height"":9,""object_label"":""background"",""attributes_label"":""light_grey""},{""left"":15,""top"":256,""width"":6,""height"":11,""object_label"":""background"",""attributes_label"":""light_grey""},{""left"":179,""top"":96,""width"":13,""height"":15,""object_label"":""lobster_claw"",""attributes_label"":""bright_orange""},{""left"":111,""top"":151,""width"":29,""height"":38,""object_label"":""lobster_head"",""attributes_label"":""bright_orange""},{""left"":171,""top"":150,""width"":21,""height"":17,""object_label"":""lobster_head"",""attributes_label"":""bright_orange""},{""left"":120,""top"":212,""width"":25,""height"":23,""object_label"":""lobster_head"",""attributes_label"":""bright_orange""},{""left"":199,""top"":231,""width"":22,""height"":11,""object_label"":""lobster_claw"",""attributes_label"":""bright_orange""},{""left"":280,""top"":127,""width"":3,""height"":37,""object_label"":""lobster_legs"",""attributes_label"":""bright_orange""}]","{}","{}"
"3IVEC1GSLP8223EULHLNQQZZFDL1JE","3EPQ0AEIVAR7BOB8QUXXD3YJ2I4H8T","Fish images: Draw bounding boxes and describe their content","Draw bounding boxes around the highlighted areas in the image and provide a textual description of each annotated box.","bounding box, image tagging","$0.10","Mon Jun 08 12:21:15 PDT 2020","1","BatchId:281981;OriginalHitTemplateId:921587254;","900","259200","Mon Jun 15 12:21:15 PDT 2020","","","3QFUFYSY9ZO5BKMBFBI5XA9R1MLF43","A25JVDLRPD3FEO","Submitted","Sun Jun 14 10:24:04 PDT 2020","Sun Jun 14 10:25:35 PDT 2020","Wed Jun 17 10:25:35 PDT 2020","","","","91","100% (824/824)","100% (541/541)","100% (260/260)","https://saliency-map-annotations.s3.amazonaws.com/imagenet_fish_biased/American_lobster/ILSVRC2012_val_00007995.JPEG","https://saliency-map-annotations.s3.amazonaws.com/imagenet_fish_biased/American_lobster/ILSVRC2012_val_00007995_heatmap.JPEG","[{""left"":13,""top"":239,""width"":16,""height"":27,""object_label"":""pot"",""attributes_label"":""grey""},{""left"":268,""top"":272,""width"":22,""height"":12,""object_label"":""arm"",""attributes_label"":""beige""},{""left"":188,""top"":217,""width"":12,""height"":13,""object_label"":""hand"",""attributes_label"":""beige""},{""left"":137,""top"":186,""width"":17,""height"":10,""object_label"":""hand"",""attributes_label"":""beige""},{""left"":270,""top"":202,""width"":20,""height"":13,""object_label"":""arm"",""attributes_label"":""beige""},{""left"":274,""top"":137,""width"":16,""height"":48,""object_label"":""arm"",""attributes_label"":""beige, light_grey""},{""left"":108,""top"":155,""width"":10,""height"":13,""object_label"":""fingers"",""attributes_label"":""beige""},{""left"":12,""top"":133,""width"":28,""height"":22,""object_label"":""pot"",""attributes_label"":""grey""},{""left"":52,""top"":134,""width"":8,""height"":8,""object_label"":""pot"",""attributes_label"":""grey""},{""left"":68,""top"":107,""width"":11,""height"":16,""object_label"":""pot"",""attributes_label"":""grey""},{""left"":129,""top"":115,""width"":19,""height"":22,""object_label"":""lobster_head"",""attributes_label"":""brown, dark_brown""},{""left"":208,""top"":69,""width"":4,""height"":7,""object_label"":""lobster_legs"",""attributes_label"":""brown, light_brown""}]","{}","{}"
"378G7J1SJL7NSO8544ZHM0C16IXWEM","3EPQ0AEIVAR7BOB8QUXXD3YJ2I4H8T","Fish images: Draw bounding boxes and describe their content","Draw bounding boxes around the highlighted areas in the image and provide a textual description of each annotated box.","bounding box, image tagging","$0.10","Mon Jun 08 12:21:16 PDT 2020","1","BatchId:281981;OriginalHitTemplateId:921587254;","900","259200","Mon Jun 15 12:21:16 PDT 2020","","","3U0SRXB7CEEO0I1QOBXVD8TAVRNRN1","A25JVDLRPD3FEO","Approved","Thu Jun 11 10:50:06 PDT 2020","Thu Jun 11 10:53:26 PDT 2020","Sun Jun 14 10:53:26 PDT 2020","Sun Jun 14 10:54:07 PDT 2020","","","200","100% (824/824)","100% (541/541)","100% (260/260)","https://saliency-map-annotations.s3.amazonaws.com/imagenet_fish_biased/American_lobster/ILSVRC2012_val_00009251.JPEG","https://saliency-map-annotations.s3.amazonaws.com/imagenet_fish_biased/American_lobster/ILSVRC2012_val_00009251_heatmap.JPEG","[{""left"":157,""top"":182,""width"":89,""height"":76,""object_label"":""lobster_claw"",""attributes_label"":""brown, orange, spots""},{""left"":71,""top"":248,""width"":27,""height"":22,""object_label"":""lobster_claw"",""attributes_label"":""brown, orange, black, spots""},{""left"":70,""top"":169,""width"":57,""height"":57,""object_label"":""lobster_head"",""attributes_label"":""brown, orange, dark_brown, spots""},{""left"":5,""top"":138,""width"":21,""height"":30,""object_label"":""lobster_body"",""attributes_label"":""brown, orange""},{""left"":128,""top"":151,""width"":18,""height"":13,""object_label"":""lobster_head"",""attributes_label"":""brown, orange""},{""left"":81,""top"":76,""width"":33,""height"":20,""object_label"":""lobster_head"",""attributes_label"":""brown, orange""},{""left"":53,""top"":72,""width"":12,""height"":13,""object_label"":""lobster_head"",""attributes_label"":""brown, orange""},{""left"":5,""top"":39,""width"":32,""height"":38,""object_label"":""lobster_body"",""attributes_label"":""brown""},{""left"":68,""top"":119,""width"":10,""height"":10,""object_label"":""lobster_head"",""attributes_label"":""brown""},{""left"":175,""top"":63,""width"":74,""height"":39,""object_label"":""lobster_claw"",""attributes_label"":""brown, orange, spots, dark_brown""},{""left"":123,""top"":71,""width"":15,""height"":12,""object_label"":""lobster_claw"",""attributes_label"":""brown, orange""}]","{}","{}"
